Name,City,State,Total Patients,Mortality %,Complication %,Start Date,End Date
Springfield Regional Medical Center,Springfield,Ohio,44,97,88,July 2011,June 2014
OhioHealth Hardin Memorial Hospital,Kenton,Ohio,,,,,
Memorial Health,Marysville,Ohio,,,,,
Southwest General Health Center,Middleburg Heights,Ohio,,,,,
Mount Carmel East Hospital,Columbus,Ohio,131,97,87,July 2011,June 2014
Mercy Health - Clermont Hospital,Batavia,Ohio,,,,,
Adams County Regional Medical Center,Seaman,Ohio,,,,,
Adena Medical Center,Chillicothe,Ohio,,,,,
East Liverpool City Hospital,East Liverpool,Ohio,,,,,
Wilson Memorial Hospital,Sidney,Ohio,,,,,
Fulton County Health Center,Wauseon,Ohio,,,,,
Mercy St. Vincent Medical Center,Toledo,Ohio,,,,,
Bucyrus Community Hospital,Bucyrus,Ohio,,,,,
University Hospitals Conneaut Medical Center,Conneaut,Ohio,,,,,
Edwin Shaw Rehab,Cuyahoga Falls,Ohio,,,,,
Mercy Health - Fairfield Hospital,Fairfield,Ohio,,,,,
Cleveland Clinic,Cleveland,Ohio,,,,,
Henry County Hospital,Napoleon,Ohio,,,,,
ProMedica Toledo Hospital,Toledo,Ohio,141,98,83,July 2011,June 2014
Wayne Hospital,Greenville,Ohio,,,,,
Mount Carmel New Albany Surgical Hospital,New Albany,Ohio,,,,,
Mercer Health,Coldwater,Ohio,,,,,
Morrow County Hospital,Mount Gilead,Ohio,,,,,
O'Bleness Memorial Hospital,Athens,Ohio,,,,,
St. Elizabeth Health Center,Youngstown,Ohio,,,,,
Harrison Community Hospital,Cadiz,Ohio,,,,,
Affinity Medical Center,Massillon,Ohio,51,97,86,July 2011,June 2014
McCullough-Hyde Memorial Hospital/TriHealth,Oxford,Ohio,,,,,
Joint Township District Memorial Hospital,Saint Marys,Ohio,,,,,
Fairfield Medical Center,Lancaster,Ohio,25,97,83,July 2011,June 2014
Mercy Health - Anderson Hospital,Cincinnati,Ohio,24,98,83,July 2011,June 2014
Bellevue Hospital,Bellevue,Ohio,,,,,
Three Gables Surgery Center,Proctorville,Ohio,,,,,
Sycamore  Medical Center,Miamisburg,Ohio,,,,,
OhioHealth Dublin Methodist Hospital,Dublin,Ohio,,,,,
Trinity Hospital Twin City,Dennison,Ohio,,,,,
The Medical Center at Elizabeth Place,Dayton,Ohio,,,,,
Community Hospitals and Wellness Centers,Bryan,Ohio,,,,,
Pomerene Hospital,Millersburg,Ohio,,,,,
ProMedica St. Luke's Hospital,Maumee,Ohio,21,98,88,July 2011,June 2014
Lake Health,Concord Township,Ohio,16,98,87,July 2011,June 2014
Fort Hamilton Hospital,Hamilton,Ohio,,,,,
University Hospitals Case Medical Center,Cleveland,Ohio,,,,,
Barnesville Hospital,Barnesville,Ohio,,,,,
The Jewish Hospital - Mercy Health,Cincinnati,Ohio,,,,,
Northside Medical Center,Youngstown,Ohio,,,,,
Greene Memorial Hospital,Xenia,Ohio,,,,,
Memorial Hospital,Fremont,Ohio,,,,,
Mercy Memorial Hospital,Urbana,Ohio,,,,,
Adena Greenfield Medical Center,Greenfield,Ohio,,,,,
OhioHealth Doctors Hospital,Columbus,Ohio,,,,,
Mercy Willard Hospital,Willard,Ohio,,,,,
Bluffton Hospital,Bluffton,Ohio,,,,,
Avita Galion Hospital,Galion,Ohio,,,,,
Lakewood Hospital,Lakewood,Ohio,,,,,
Adena Pike Medical Center,Waverly,Ohio,,,,,
Mercy Hospital of Defiance,Defiance,Ohio,,,,,
St. Rita's Medical Center,Lima,Ohio,35,98,84,July 2011,June 2014
Mercy St. Charles Hospital,Oregon,Ohio,,,,,
Union Hospital,Dover,Ohio,,,,,
Atrium Medical Center,Middletown,Ohio,,,,,
Ashtabula County Medical Center,Ashtabula,Ohio,,,,,
Mercy Medical Center,Canton,Ohio,26,97,85,July 2011,June 2014
Hillcrest Hospital,Cleveland,Ohio,,,,,
Belmont Community Hospital,Bellaire,Ohio,,,,,
Ohio State University Wexner Medical Center,Columbus,Ohio,317,97,87,July 2011,June 2014
Wood County Hospital,Bowling Green,Ohio,,,,,
Van Wert County Hospital,Van Wert,Ohio,,,,,
Kettering Medical Center,Kettering,Ohio,,,,,
Summa Barberton Citizens Hospital,Barberton,Ohio,,,,,
Mercy Tiffin Hospital,Tiffin,Ohio,,,,,
OhioHealth MedCentral Mansfield Hospital,Mansfield,Ohio,,,,,
St. Joseph Health Center,Warren,Ohio,,,,,
Fairview Hospital,Cleveland,Ohio,,,,,
South Pointe Hospital,Warrensville Heights,Ohio,,,,,
Summa Western Reserve Hospital,Cuyahoga Falls,Ohio,,,,,
Aultman Orrville Hospital,Orrville,Ohio,,,,,
Mount Carmel West Hospital,Columbus,Ohio,45,96,86,July 2011,June 2014
University Hospitals Geauga Medical Center,Chardon,Ohio,,,,,
St. Vincent Charity Medical Center,Cleveland,Ohio,,,,,
Mercy Allen Hospital,Oberlin,Ohio,,,,,
The University of Toledo Medical Center,Toledo,Ohio,27,97,88,July 2011,June 2014
UH Regional Hospitals,Cleveland,Ohio,,,,,
Good Samaritan Hospital,Cincinnati,Ohio,,,,,
Christ Hospital,Cincinnati,Ohio,,,,,
Berger Health System,Circleville,Ohio,,,,,
ProMedica Defiance Regional Hospital,Defiance,Ohio,,,,,
Blanchard Valley Hospital,Findlay,Ohio,,,,,
Trumbull Memorial Hospital,Warren,Ohio,,,,,
Glenbeigh Hospital and Outpatient Centers,Rock Creek,Ohio,,,,,
Fisher-Titus Medical Center,Norwalk,Ohio,,,,,
University Hospitals Ahuja Medical Center,Beachwood,Ohio,,,,,
Lodi Community Hospital,Lodi,Ohio,,,,,
Lima Memorial Health System,Lima,Ohio,,,,,
Summa Akron City Hospital,Akron,Ohio,,,,,
Institute for Orthopaedic Surgery,Lima,Ohio,,,,,
Trinity Health System,Steubenville,Ohio,,,,,
ProMedica Fostoria Community Hospital,Fostoria,Ohio,,,,,
Grandview Medical Center,Dayton,Ohio,,,,,
Hocking Valley Community Hospital,Logan,Ohio,,,,,
MetroHealth Medical Center,Cleveland,Ohio,,,,,
Fayette County Memorial Hospital,Washington Court Hou,Ohio,,,,,
University Hospitals Geneva Medical Center,Geneva,Ohio,,,,,
Medina Hospital,Medina,Ohio,,,,,
Genesis HealthCare System,Zanesville,Ohio,,,,,
Mercy Health - West Hospital,Cincinnati,Ohio,,,,,
Holzer Medical Center,Gallipolis,Ohio,,,,,
Marietta Memorial Hospital,Marietta,Ohio,,,,,
University of Cincinnati Medical Center,Cincinnati,Ohio,,,,,
OhioHealth Grant Medical Center,Columbus,Ohio,,,,,
UH Portage Medical Center,Ravenna,Ohio,,,,,
East Ohio Regional Hospital,Martins Ferry,Ohio,,,,,
Mount Carmel St. Ann's,Westerville,Ohio,,,,,
Mercy Regional Medical Center,Lorain,Ohio,,,,,
Lutheran Hospital,Cleveland,Ohio,,,,,
Upper Valley Medical Center,Troy,Ohio,,,,,
Bethesda North Hospital,Cincinnati,Ohio,,,,,
Knox Community Hospital,Mount Vernon,Ohio,,,,,
Mount Carmel,Columbus,Ohio,,,,,
Miami Valley Hospital,Dayton,Ohio,51,98,89,July 2011,June 2014
Aultman Hospital,Canton,Ohio,100,98,87,July 2011,June 2014
Community Hospitals and Wellness Centers-Montpelier,Montpelier,Ohio,,,,,
OhioHealth Grady Memorial Hospital,Delaware,Ohio,,,,,
Holzer Medical Center - Jackson,Jackson,Ohio,,,,,
Highland District Hospital,Hillsboro,Ohio,,,,,
Paulding County Hospital,Paulding,Ohio,,,,,
Community Memorial Hospital,Hicksville,Ohio,,,,,
St. John Medical Center,Westlake,Ohio,,,,,
Clinton Memorial Hospital,Wilmington,Ohio,,,,,
Southeastern Ohio Regional Medical Center,Cambridge,Ohio,,,,,
James Cancer Hospital and Solove Research Institute,Columbus,Ohio,,,,,
Mercy St. Anne Hospital,Toledo,Ohio,,,,,
Magruder Memorial Hospital,Port Clinton,Ohio,,,,,
ProMedica Flower Hospital,Sylvania,Ohio,,,,,
Southern Ohio Medical Center,Portsmouth,Ohio,,,,,
Alliance Community Hospital,Alliance,Ohio,,,,,
Madison Health,London,Ohio,,,,,
OhioHealth MedCentral Shelby Hospital,Shelby,Ohio,,,,,
Wyandot Memorial Hospital,Upper Sandusky,Ohio,,,,,
Edgerton Hospital and Health Services,Edgerton,Wisconsin,,,,,
Mayo Clinic Health System - Chippewa Valley in Bloomer,Bloomer,Wisconsin,,,,,
Community Memorial Hospital,Menomonee Falls,Wisconsin,26,98,86,July 2011,June 2014
Aurora Lakeland Medical Center,Elkhorn,Wisconsin,,,,,
Spooner Health System,Spooner,Wisconsin,,,,,
Aurora St. Luke's Medical Center,Milwaukee,Wisconsin,,,,,
Calumet Medical Center,Chilton,Wisconsin,,,,,
Gundersen Tri-County Hospital and Clinics,Whitehall,Wisconsin,,,,,
New London Family Medical Center,New London,Wisconsin,,,,,
Mercy Medical Center,Oshkosh,Wisconsin,,,,,
Froedtert Memorial Lutheran Hospital,Milwaukee,Wisconsin,93,97,83,July 2011,June 2014
United Hospital System-Kenosha Campus,Kenosha,Wisconsin,,,,,
Aurora Sheboygan Memorial Medical Center,Sheboygan,Wisconsin,,,,,
Hudson Hospital and Clinic,Hudson,Wisconsin,,,,,
Waukesha Memorial Hospital,Waukesha,Wisconsin,,,,,
Meriter UnityPoint Health,Madison,Wisconsin,,,,,
Black River Memorial Hospital,Black River Falls,Wisconsin,,,,,
Aurora Memorial Hospital of Burlington,Burlington,Wisconsin,,,,,
Watertown Regional Medical Center,Watertown,Wisconsin,,,,,
Osceola Medical Center,Osceola,Wisconsin,,,,,
Aspirus Medford Hospital,Medford,Wisconsin,,,,,
Ministry Door County Medical Center,Sturgeon Bay,Wisconsin,,,,,
University of Wisconsin Hospital and Clinics,Madison,Wisconsin,147,98,89,July 2011,June 2014
Vernon Memorial Healthcare,Viroqua,Wisconsin,,,,,
Aspirus Wausau Hospital,Wausau,Wisconsin,139,98,87,July 2011,June 2014
Columbia St. Mary's Hospital Milwaukee,Milwaukee,Wisconsin,13,98,86,July 2011,June 2014
Grant Regional Health Center,Lancaster,Wisconsin,,,,,
Ministry Saint Joseph's Hospital,Marshfield,Wisconsin,,,,,
Langlade Hospital,Antigo,Wisconsin,,,,,
"Aspirus Riverview Hospital and Clinics, Inc.",Wisconsin Rapids,Wisconsin,,,,,
Cumberland Memorial Hospital,Cumberland,Wisconsin,,,,,
Howard Young Medical Center,Woodruff,Wisconsin,,,,,
Wheaton Franciscan Healthcare - St. Francis,Milwaukee,Wisconsin,,,,,
Wheaton Franciscan Healthcare - St. Joseph's,Milwaukee,Wisconsin,,,,,
Mayo Clinic Health System - Red Cedar in Menomonie,Menomonie,Wisconsin,,,,,
Divine Savior Healthcare,Portage,Wisconsin,,,,,
Beaver Dam Community Hospitals,Beaver Dam,Wisconsin,,,,,
Mile Bluff Medical Center,Mauston,Wisconsin,,,,,
Aurora Medical Center of Oshkosh,Oshkosh,Wisconsin,,,,,
Ministry Saint Michael's Hospital,Stevens Point,Wisconsin,,,,,
Chippewa Valley Hospital and Oakview Care Center,Durand,Wisconsin,,,,,
River Falls Area Hospital,River Falls,Wisconsin,,,,,
St. Croix Regional Medical Center,St Croix Falls,Wisconsin,,,,,
Amery Hospital and Clinic,Amery,Wisconsin,,,,,
Southwest Health Center,Platteville,Wisconsin,,,,,
Orthopaedic Hospital of Wisconsin - Glendale,Milwaukee,Wisconsin,,,,,
HSHS St. Joseph's Hospital,Chippewa Falls,Wisconsin,,,,,
Gundersen Health System,La Crosse,Wisconsin,96,97,83,July 2011,June 2014
Baldwin Area Medical Center,Baldwin,Wisconsin,,,,,
Oconomowoc Memorial Hospital,Oconomowoc,Wisconsin,,,,,
Memorial Hospital of Lafayette County,Darlington,Wisconsin,,,,,
Essentia Health St. Mary's Hospital of Superior,Superior,Wisconsin,,,,,
Prairie du Chien Memorial Hospital,Prairie Du Chien,Wisconsin,,,,,
Bellin Memorial Hospital,Green Bay,Wisconsin,123,98,90,July 2011,June 2014
Rusk County Memorial Hospital,Ladysmith,Wisconsin,,,,,
Wheaton Franciscan Healthcare - Franklin,Franklin,Wisconsin,,,,,
Gundersen Boscobel Area Hospital and Clinics,Boscobel,Wisconsin,,,,,
Beloit Health System,Beloit,Wisconsin,,,,,
Upland Hills Health,Dodgeville,Wisconsin,,,,,
Riverside Medical Center,Waupaca,Wisconsin,,,,,
Sauk Prairie Healthcare,Prairie Du Sac,Wisconsin,,,,,
HSHS St. Clare Memorial Hospital,Oconto Falls,Wisconsin,,,,,
St. Vincent Hospital,Green Bay,Wisconsin,,,,,
Shawano Medical Center,Shawano,Wisconsin,,,,,
St. Elizabeth Hospital,Appleton,Wisconsin,,,,,
Berlin Memorial Hospital,Berlin,Wisconsin,,,,,
St. Clare Hospital,Baraboo,Wisconsin,,,,,
Indianhead Medical Center,Shell Lake,Wisconsin,,,,,
Monroe Clinic,Monroe,Wisconsin,,,,,
Westfields Hospital,New Richmond,Wisconsin,,,,,
Aurora Medical Center Grafton,Grafton,Wisconsin,,,,,
Reedsburg Area Medical Center,Reedsburg,Wisconsin,,,,,
St. Joseph's Hospital,West Bend,Wisconsin,,,,,
Wheaton Franciscan Healthcare - Elmbrook Memorial,Brookfield,Wisconsin,,,,,
Aurora BayCare Medical Center,Green Bay,Wisconsin,19,97,87,July 2011,June 2014
Flambeau Hospital,Park Falls,Wisconsin,,,,,
Mayo Clinic Health System - Oakridge in Osseo,Osseo,Wisconsin,,,,,
Mercy Walworth Hospital and Medical Center,Lake Geneva,Wisconsin,,,,,
Ministry Good Samaritan Health Center,Merrill,Wisconsin,,,,,
Gundersen St. Joseph's Hospital and Clinics,Hillsboro,Wisconsin,,,,,
St. Mary's Hospital,Madison,Wisconsin,168,98,87,July 2011,June 2014
Richland Hospital,Richland Center,Wisconsin,,,,,
Oakleaf Surgical Hospital,Eau Claire,Wisconsin,,,,,
Moundview Memorial Hospital & Clinics,Friendship,Wisconsin,,,,,
Tomah Memorial Hospital,Tomah,Wisconsin,,,,,
Wild Rose Community Memorial Hospital,Wild Rose,Wisconsin,,,,,
Sacred Heart Hospital,Eau Claire,Wisconsin,,,,,
Mayo Clinic Health System in Eau Claire,Eau Claire,Wisconsin,,,,,
Holy Family Memorial,Manitowoc,Wisconsin,,,,,
Mercy Hospital and Trauma Center,Janesville,Wisconsin,,,,,
Hayward Area Memorial Hospital and Nursing Home,Hayward,Wisconsin,,,,,
St. Mary's Hospital Medical Center,Green Bay,Wisconsin,,,,,
Aurora Medical Center,Kenosha,Wisconsin,,,,,
Mayo Clinic Health System - Franciscan Healthcare in Sparta,Sparta,Wisconsin,,,,,
Mayo Clinic Health System - Northland in Barron,Barron,Wisconsin,,,,,
Fort HealthCare,Fort Atkinson,Wisconsin,,,,,
Ministry Saint Clare's Hospital,Weston,Wisconsin,,,,,
Ministry Sacred Heart Hospital,Tomahawk,Wisconsin,,,,,
Bellin Health Oconto Hospital,Oconto,Wisconsin,,,,,
Aurora Medical Center - Manitowoc County,Two Rivers,Wisconsin,,,,,
Aurora Medical Center in Washington County,Hartford,Wisconsin,,,,,
Ripon Medical Center,Ripon,Wisconsin,,,,,
Midwest Orthopedic Specialty Hospital,Franklin,Wisconsin,,,,,
Memorial Medical Center - Neillsville,Neillsville,Wisconsin,,,,,
Aurora Medical Center Summit,Summit,Wisconsin,,,,,
Theda Clark Medical Center,Neenah,Wisconsin,,,,,
St. Mary's Janesville Hospital,Janesville,Wisconsin,,,,,
"Columbus Community Hospital, Inc.",Columbus,Wisconsin,,,,,
Waupun Memorial Hospital,Waupun,Wisconsin,,,,,
Mayo Clinic Health System - Franciscan Healthcare in La Crosse,La Crosse,Wisconsin,,,,,
Bay Area Medical Center,Marinette,Wisconsin,,,,,
Stoughton Hospital Association,Stoughton,Wisconsin,,,,,
Ministry Eagle River Memorial Hospital,Eagle River,Wisconsin,,,,,
Appleton Medical Center,Appleton,Wisconsin,,,,,
Aurora Sinai Medical Center,Milwaukee,Wisconsin,,,,,
Memorial Medical Center - Ashland,Ashland,Wisconsin,,,,,
Ministry Saint Mary's Hospitals,Rhinelander,Wisconsin,,,,,
Columbia St. Mary's Ozaukee Hospital,Mequon,Wisconsin,36,98,90,July 2011,June 2014
Wheaton Franciscan Healthcare - All Saints,Racine,Wisconsin,,,,,
Lakeview Medical Center,Rice Lake,Wisconsin,,,,,
Ministry Our Lady of Victory Hospital,Stanley,Wisconsin,,,,,
Burnett Medical Center,Grantsburg,Wisconsin,,,,,
St. Nicholas Hospital,Sheboygan,Wisconsin,,,,,
Columbia Center,Mequon,Wisconsin,,,,,
Aurora West Allis Medical Center,West Allis,Wisconsin,,,,,
Agnesian HealthCare,Fond Du Lac,Wisconsin,,,,,
Providence Kodiak Island Medical Center,Kodiak,Alaska,,,,,
Alaska Regional Hospital,Anchorage,Alaska,,,,,
Central Peninsula Hospital,Soldotna,Alaska,,,,,
Providence Alaska Medical Center,Anchorage,Alaska,,,,,
Petersburg Medical Center,Petersburg,Alaska,,,,,
South Peninsula Hospital,Homer,Alaska,,,,,
Bartlett Regional Hospital,Juneau,Alaska,,,,,
Bristol Bay Area Health Corporation,Dillingham,Alaska,,,,,
Samuel Simmonds Memorial Hospital,Barrow,Alaska,,,,,
Mat-Su Regional Medical Center,Palmer,Alaska,,,,,
PeaceHealth Ketchikan Medical Center,Ketchikan,Alaska,,,,,
SEARHC MT. Edgecumbe Hospital,Sitka,Alaska,,,,,
Yukon-Kuskokwim Delta Regional Hospital,Bethel,Alaska,,,,,
Alaska Native Medical Center,Anchorage,Alaska,,,,,
Wrangell Medical Center,Wrangell,Alaska,,,,,
Norton Sound Regional Hospital,Nome,Alaska,,,,,
Sitka Community Hospital,Sitka,Alaska,,,,,
Fairbanks Memorial Hospital,Fairbanks,Alaska,,,,,
Providence Seward Medical Center,Seward,Alaska,,,,,
Mercy Hospital Logan County,Guthrie,Oklahoma,,,,,
Fairview Regional Medical Center,Fairview,Oklahoma,,,,,
Arbuckle Memorial Hospital,Sulphur,Oklahoma,,,,,
AllianceHealth Pryor,Pryor,Oklahoma,,,,,
McCurtain Memorial Hospital,Idabel,Oklahoma,,,,,
Norman Regional Health System,Norman,Oklahoma,,,,,
Cherokee Nation W.W. Hastings Indian Hospital,Tahlequah,Oklahoma,,,,,
Southwestern Medical Center,Lawton,Oklahoma,,,,,
Atoka County Medical Center,Atoka,Oklahoma,,,,,
AllianceHealth Blackwell,Blackwell,Oklahoma,,,,,
McAlester Regional Health Center,McAlester,Oklahoma,,,,,
Integris Baptist Medical Center,Oklahoma City,Oklahoma,,,,,
Integris Baptist Regional Health Center,Miami,Oklahoma,,,,,
Grady Memorial Hospital,Chickasha,Oklahoma,,,,,
St. John Owasso,Owasso,Oklahoma,,,,,
St. John Broken Arrow,Broken Arrow,Oklahoma,,,,,
Eastern Oklahoma Medical Center,Poteau,Oklahoma,,,,,
Perry Memorial Hospital,Perry,Oklahoma,,,,,
Craig General Hospital,Vinita,Oklahoma,,,,,
AllianceHealth Deaconess,Oklahoma City,Oklahoma,,,,,
Hillcrest Hospital - South,Tulsa,Oklahoma,,,,,
Hillcrest Medical Center,Tulsa,Oklahoma,,,,,
Prague Community Hospital,Prague,Oklahoma,,,,,
Bristow Medical Center,Bristow,Oklahoma,,,,,
Mercy Hospital Kingfisher,Kingfisher,Oklahoma,,,,,
INTEGRIS Canadian Valley Hospital,Yukon,Oklahoma,,,,,
Drumright Regional Hospital,Drumright,Oklahoma,,,,,
Jane Phillips Medical Center,Bartlesville,Oklahoma,,,,,
Integris Grove Hospital,Grove,Oklahoma,,,,,
Sayre Memorial Hospital,Sayre,Oklahoma,,,,,
Jackson County Memorial Hospital,Altus,Oklahoma,,,,,
Coal County General Hospital,Coalgate,Oklahoma,,,,,
Mercy Hospital Tishomingo,Tishomingo,Oklahoma,,,,,
Memorial Hospital,Stilwell,Oklahoma,,,,,
Wagoner Community Hospital,Wagoner,Oklahoma,,,,,
Weatherford Regional Hospital,Weatherford,Oklahoma,,,,,
Oklahoma Spine Hospital,Oklahoma City,Oklahoma,,,,,
St. Anthony Shawnee Hospital,Shawnee,Oklahoma,,,,,
Lindsay Municipal Hospital,Lindsay,Oklahoma,,,,,
Cordell Memorial Hospital,Cordell,Oklahoma,,,,,
Fairfax Community Hospital,Fairfax,Oklahoma,,,,,
St. Anthony Hospital,Oklahoma City,Oklahoma,,,,,
Oklahoma Heart Hospital,Oklahoma City,Oklahoma,214,98,91,July 2011,June 2014
Mercy Hospital Watonga,Watonga,Oklahoma,,,,,
Beaver County Memorial Hospital,Beaver,Oklahoma,,,,,
St. John Medical Center,Tulsa,Oklahoma,,,,,
Stroud Regional Medical Center,Stroud,Oklahoma,,,,,
Duncan Regional Hospital,Duncan,Oklahoma,,,,,
AllianceHealth Midwest,Midwest City,Oklahoma,,,,,
McBride Clinic Orthopedic Hospital,Oklahoma City,Oklahoma,,,,,
Mercy Hospital Oklahoma City,Oklahoma City,Oklahoma,,,,,
AllianceHealth Ponca City,Ponca City,Oklahoma,,,,,
Haskell County Community Hospital,Stigler,Oklahoma,,,,,
Surgical Hospital of Oklahoma,Oklahoma City,Oklahoma,,,,,
AllianceHealth Woodward,Woodward,Oklahoma,,,,,
Northwest Surgical Hospital,Oklahoma City,Oklahoma,,,,,
Sequoyah Memorial Hospital,Sallisaw,Oklahoma,,,,,
Pauls Valley General Hospital,Pauls Valley,Oklahoma,,,,,
Jane Phillips Nowata Health Center,Nowata,Oklahoma,,,,,
Hillcrest Hospital Claremore,Claremore,Oklahoma,,,,,
Latimer County General Hospital,Wilburton,Oklahoma,,,,,
Integris Southwest Medical Center,Oklahoma City,Oklahoma,,,,,
Northeastern Health System,Tahlequah,Oklahoma,,,,,
Okeene Municipal Hospital,Okeene,Oklahoma,,,,,
Carnegie Tri-County Municipal Hospital,Carnegie,Oklahoma,,,,,
Stillwater Medical Center,Stillwater,Oklahoma,,,,,
EASTAR Health System,Muskogee,Oklahoma,,,,,
INTEGRIS Health Edmond,Edmond,Oklahoma,,,,,
Choctaw Nation Health Care Center,Talihina,Oklahoma,,,,,
Mercy Hospital Ada,Ada,Oklahoma,,,,,
Great Plains Regional Medical Center,Elk City,Oklahoma,,,,,
Share Medical Center,Alva,Oklahoma,,,,,
Integris Bass Baptist Health Center,Enid,Oklahoma,,,,,
